LP	source	translation	reference	HUMAN_score	sentBLEU
zh-en	就读城乡规划专业的黄伊琳想去四川阆中参观学习当地的建筑设计，于是一家人便前往旅游。	studying urban planning expert juan yilin sichuan there to visit to learn about local architectural design , and a man who has to travel .	majored in urban and rural planning , huang yilin wanted to visit sichuan langzhong and learn the local architectural design , so the family were bound for there .	-1.0547854299959398	0.160363
zh-en	一户流氓家庭在遭驱逐前毁坏位于康沃尔郡索尔塔什的廉租房	a family in a house in cornwall there were floods destroyed former projects outside of tash , saul .	family of yobs destroyed saltash , cornwall council house ahead of eviction	-1.04598531163416	0.0880843
zh-en	卡尔德克禁区前摆脱分球，费尔南多禁区左侧低平球传中，卡尔德克顺势推射破门。	calderon grams out of the terminal point shot low to the left of the penalty area , fernando , the ball deflecting off thujas calderon grams .	alan kardec get rid of the ball in front of the penalty area and fernando pushed shot .	-1.0190016964198	0.168486
zh-en	戴图理凭借 Predilection 在纽马基特的成功取得职业3,000胜	diagram made a career 3 , 000 win in newcastle on the success of the prefect .	frankie dettori reaches 3,000 winners with victory at newmarket on predilection	-1.01213124021282	0.0722394
zh-en	据悉，在这栋公寓住了30年的杜雷女士(Mariana Turay)表示：“好像有炸弹掉下来。”	ms. , who lived in the apartment for $ number years , said : &quot; it &apos; s like a bomb has fallen off . &quot;	it is reported that , ms. du lei ( mariana turay ) who has been living in this apartment for 30 years , said : &quot; it seems like a bomb falling down . &quot;	-0.998587179494897	0.228185
zh-en	现年63岁的流浪者韩某与另一流浪汉肖某酒后发生争执，遂持刀将其扎死。	mr. khan , who is 63 years old and a homeless drifter shaw , a drunken dispute with a knife , then it would be .	the current 63-year-old wanderer han and another tramp xiao had a dispute after alcohol drinking . then han stabbed xiao to death with a fruit knife .	-0.975440648476935	0.0778023
zh-en	“这是一场精彩绝伦的表演，音乐、灯光、舞台表演都让我印象深刻，……我觉得很有必要让女儿也来了解中国文化和中国京剧艺术。”	&quot; it &apos;s a brilliant performance , music , light , stage performance , i &apos;m impressed ...................................................................................................................	&quot; this is a fantastic performance . its music , lighting and stage performances are impressive to me ... ... i think it is necessary to let her daughter understand the chinese culture and chinese opera art . &quot;	-0.967611030018583	0.0367276
zh-en	全国道德模范提名奖、原山林场党委书记孙建博说，雷锋精神传承着时代的真善美，是一项符合社会主义价值体系的长久事业。	it is a long-term career that is consistent with the socialist value system , said sun jianbo , a member of the communist party committee of the former hill forest .	sun jianbo , the winner of national moral model nomination award and the former party secretary of yuanshan forestry center said , lei feng spirit inherits the truth and beauty of times and is a long-term cause in line with socialist value system .	-0.9604394711674421	0.109828
zh-en	刘宇禁区前凶狠铲抢侵犯克里梅茨，他与情绪激动的王栋相继领到黄牌。	liu yu restricted area before the vicious shovel to grab the violations of the kerry metz , he with the emotion of wang dong in succession received a yellow card .	liu yu forcefully tackled and intruded egor krimets . he and the exciting wang dong got the yellow card .	-0.9560104888191808	0.106253
zh-en	在这种情况下，宁泽涛即使选择在此时退役加入娱乐圈，不仅是他的自由，也是一条看似可行的道路。	in this case , ningbo tao , even if you choose to retire into the entertainment circle at this time , is not only his freedom , but also a plausible path .	after all , he is only 23 years old . after a certain degree of study , he can perform some tv series with his popularity .	-0.9366526572046942	0.051778099999999994
zh-en	场外的许多因素，可能对他对未来的想法产生了很大影响，他现在对进军娱乐圈可能更感兴趣。	many of the factors outside the court may have a great impact on his thoughts on the future , and he is now more interested in entering the entertainment circle .	after kazan world championships , ning zetao instantly become celebrity with his good look and excellent performance .	-0.936214921333008	0.0490608
zh-en	云南省首届青运会13日开赛开幕式打民族牌展示青春活力	the opening ceremony of the opening ceremony of the opening ceremony of the first olympic games in yunnan province	the opening ceremony of the first youth games of yunnan province on the 13th day of the month showed youth vitality	-0.9253250248869209	0.335329
zh-en	事实上，这位射箭选手察觉到了社交媒体的炒作并承认打小就有人说自己长得像小李子。	in fact , this archery player realized that the hype of public relations media and acknowledged hit some young people to say one likely the small plum .	and in fact , the archer became aware of the social media frenzy and admitted that he has been hearing that he looks like leo since he was a kid .	-0.9212211233507509	0.0931926
zh-en	科先生的上一本书《炒杂烩菜》是关于美国的中餐，而齐格曼女士在她的《97果园》一书中通过食物讲述了贫民区租客们的生活故事。	in the first book , mr. krugman &apos;s last book on the united states was a chinese food , and ms. zizman told the life story of the slum-tenants by food in her 97 orchard .	mr. coe &apos;s last book , &quot; chop suey , &quot; was about chinese cuisine in america , while ms. ziegelman told the story of life in a lower east side tenement through food in her book &quot; 97 orchard . &quot;	-0.912759516560747	0.13279200000000002
zh-en	赵秀平提交了申请表、建设项目环境影响报告书等材料后,青岛市排污权储备和交易服务中心开始对申请材料进行初审。	when zhao xiapping submitted the application form for reservation and trading began a preliminary trial of the application materials for the first trial of the application for the application and the environmental impact report on project editions , qingdao city settlement center environmental impact of the construction project , after which .	after zhao xiuping submitted the application form and the construction project environmental impact report , etc . , qingdao municipal emissions reserve and trading service center began to review the application materials .	-0.9123177558797769	0.15348299999999998
zh-en	印度一名大叔上周刚在迪拜国际机场经历飞机机腹着陆惊魂，本周就在同一座机场中了100万美元大奖。	an indian uncle week at dubai international airport , where he was hit by a plane crash , and this week won a $ 1 million jackpot at the same airport .	a mid-aged man in india last week experienced airplane belly landing shock at dubai international airport . he won us $ 1 million award in the same airport last week .	-0.906334559617343	0.19867200000000002
zh-en	综合两次的检查情况，乌鲁木齐市旅游执法支队副支队长马琪说：“第一是安全，第二是规范，旅游车辆无小事，一旦出问题都是群伤群死。”	integrated two times to check the situation , urumqi tourism law enforcement detachment vice captains ma qi said : “ the first is safety , the second is the norm , the travel of the vehicle is no small matter , once the problem is the group hurt the group of death . ”	after integrating the inspection twice , ma qi , the deputy head of urumqi city tourism law enforcement detachment said that , &quot; safety first , norm second . no small matters for the travel vehicles . and people will be injured and killed in groups in case of any questions . &quot;	-0.9024103246514771	0.111121
zh-en	在北京和伦敦奥运会上展现其绝对统治地位后，英国自行车队在前往里约的过程中让大家略感失望。	in the beijing and london olympics to show its absolute dominance after the british cycling team heading to rio in the process make everyone somewhat disappointed .	after truly exceptional showings of utter dominance at beijing and london , expectations have been played down in the lead-up to rio .	-0.880568627161037	0.12231800000000001
zh-en	2012年，她和她的队友都不被看好。	in 2012 , she and her teammates were not trusted .	then came 2012 , when nothing much went right for her and her teammates .	-0.878318422800747	0.182145
zh-en	这些透镜具有钝化、弯曲特征的效果，每天产生3000多万张经过修饰的自拍。	these lenses have the effect of passivation and bending characteristics and produce more than 30 million passing self .	the lenses are blunt , feature-warping tools that generate more than 30 million enhanced selfies a day .	-0.8657412537095369	0.20158099999999998
zh-en	河北明确，对符合申领条件、材料齐全的，居住地公安派出所应自受理之日起3个工作日内发放居住证。	hebei clearly issues a residence permit within 3 working days from the date of admissibility .	hebei clearly stipulates that for applicants who meet the conditions of application and have complete application documents , the residence police station shall issue a residence permit within 3 working days from the date of acceptance .	-0.8598393636681808	0.196413
zh-en	父母的一言一行都会影响到孩子的成长，他们会模仿自己的父母，也就是人们常说的龙生龙，凤生凤，老鼠的儿子会打洞，父母什么样孩子就什么样。	the parents &apos; words and actions will affect the child &apos;s growth , and they will imitate their parents , the dragon born dragon , the phoenix born phoenix , the mouse &apos;s son will make holes , the parents what kind of child .	parents &apos; words and deeds will affect the growth of their children because they will imitate their parents . and that is the so called , &quot; like father , like son &quot; . your son will be the same as you .	-0.857322200007337	0.20622800000000002
zh-en	白马河、老万福河、北大溜河等支线航道采取的是纯市场化运作的方式。	the feeder , the old edmond river , the northern skating river , and other feeder channels take the way of purely market operation .	baima river , the laowanfu river and beidaliu river and other feeder routes adopt pure market operation .	-0.8563491541181291	0.17116900000000002
zh-en	如何在持枪攻击中使用马伽术保护自己	how to use marcella to protect himself in a gun attack	how to defend yourself from gun attacks using krav maga	-0.849027615352193	0.16109
zh-en	１５年前曾观看过京剧演出的玛丽萨·希门尼斯·卡乔陪着女儿看完演出。	１５ years ago and had watched the beijing opera performances of marisa jimenez · card of joe with his daughter watching the show .	i watched the performance of marissa jimenez kachie accompanying her daughter in the peking opera performance 15 years ago .	-0.840280401848986	0.10210599999999999
zh-en	云南省第一届青少年运动会由云南省体育局主办，芒市人民政府承办，运动会将于13日上午举行开幕式。	the first youth games in yunnan province of yunnan province , hosted by sports people i will be hosting the games in 13 days at the opening ceremony .	the first youth games of yunnan province will be hosted by the yunnan provincial sports bureau and undertaken by mang city people &apos;s government . the opening ceremony will be held in the morning of the 13th day of the month .	-0.8306002655850809	0.151831
zh-en	新鲜的水果被便宜的干果所代替。	fresh fruit is cheap dried fruit instead .	fresh fruit was replaced with cheaper dried fruit .	-0.8304138790884301	0.24512399999999998
zh-en	他们说，Brown 的腹股沟、腿、胳膊和腹部等部位有多处枪伤，但是孩子在送医途中是清醒的。	the brown &apos;s grotesque , legs , arms and abdomen were wound , they said , but the child was awake on the way to deliver a medical doctor .	the grandparents say brown suffered multiple gunshot wounds , including in his groin , leg , arm and abdomen , but was awake when he was transported to the hospital .	-0.8279352924033101	0.091317
zh-en	两位女首相的选择和布莱尔和卡梅伦两位男首相喜欢到较热的地方度假形成了反差。	the choice and blair and the cameron two male prime ministers two female prime ministers liked the hot place taking vacation to form the contrast .	the choice of these two female prime ministers is quite a contrast to the hot place which blair and cameron , the two male prime ministers like to go to .	-0.821852420500533	0.26006399999999996
zh-en	父母说，无论是见面还是打电话，张彬彬很少说自己的辛苦，更多的是跟父母聊些开心的事。	parents say that , whether meeting or calling , shen tan was rarely saying his hard and more is to be happy with parents .	according to her parents , no matter meeting in person or talking by phone , zhang binbin seldom talked about her hard work but more about some happy things .	-0.8211913852255021	0.060922300000000006
zh-en	林全强调，如果政党、附随组织或受托管理人等违反条例所定禁止处分的规定，委员会将依职权调查并“依法”处分、裁罚。	in accordance with the terms of reference set out in the terms of reference and in accordance with the terms of reference , the committee will investigate and impose penalties in accordance with the terms of reference .	lin quan stressed that if the political party , accompanying organization or trustees are in violations of the regulations which prohibit provisions ban , the commission will investigate and punish &quot; according to the law &quot; .	-0.814660003603784	0.08350830000000001
zh-en	珍·齐格曼表示：“这是为了在食物上与正在受苦的人们同甘共苦。”	jane zigman said : &quot; the people who this is for on food with suffered hardships share joys and sorrows . &quot;	&quot; it was an act of culinary solidarity with the people who were suffering , &quot; jane ziegelman said .	-0.8042171150399008	0.129625
zh-en	比赛进行10分钟后，力帆连续冲击中连获角球机会，费尔南多小角度抽射被国安防线挡出底线。	the race after 10 minutes , lifan continuous impact , even won the corner kick opportunities , fernando small-angle volley was the national security line of defense blocking out the bottom line .	when the match went on for 10 minutes , lifan made continued hit and gained a chance for corner . fernando made small-angle volley and was fended off the base line by guoan .	-0.8020603807023851	0.135215
zh-en	其母张小龙告诉记者，就在他们犹豫时，张彬彬找来了同村的几个“小说客”。	his mother , queen of dragons told reporters , in their hesitation , zhang binbin to the village with several “ novel guest ” on .	according to her mother zhang xiaolong , her daughter sent a few &quot; little persuaders &quot; from her village at their hesitation .	-0.801924280954058	0.080853
zh-en	她所知道的是美国队在奥运会上已取得四连胜并且将与小组中在周四以2比0战胜了日本队后未尝败绩的英国队争夺小组第一。	what she knows is the us team has obtained four winning streaks at olympic games , and after will have defeated japan the uk team that with the group on 2 : 0 of thursday has not been defeated competes for the group first .	here is what she does know : the americans are 4-0 in the olympic tournament and are tied for first place in their group with britain , which remained unbeaten after defeating japan , 2-0 , on thursday .	-0.801393753719994	0.055811400000000004
zh-en	联邦税已成为总统竞选中的一大问题。	the features have become a major problem in the presidential campaign .	federal tax rates have become an issue in the presidential election .	-0.7954935199523551	0.239011
zh-en	里德说，阻止加兰德提名的共和党人是共和党总统候选人唐纳德·特朗普 (Donald Trump) 的“宠臣”与“成就者”。	reid said it was the republican presidential candidate donald trump , the republican nominee , and the &quot; winner &quot; of the republican presidential nominee .	reid said republicans who are blocking garland &apos;s nomination are &quot; minions &quot; and &quot; enablers &quot; of republican presidential candidate donald trump .	-0.7876591560808142	0.225649
zh-en	远在千里之外，巨嘴鸟格雷西亚的故事感动了著名纪录片导演葆拉·埃雷迪亚和探索新闻频道制片人约翰·霍夫曼。	far more than thousands of thousands , the story of greecia is moved by the famous documentary director paula mareda and the exploration of the producer of news channels .	thousands of miles away , the story of the toucan gracia touched the famous documentary director paula el reidia and the news channel producer john hoffman .	-0.7760676824931351	0.28165
zh-en	她们已保持了39场不败纪录，具有绝对的优势。	they have maintained the record of a record , with absolute superiority .	their dominance was absolute , after all this was their 39th outing unbeaten , again unprecedented .	-0.775879813493547	0.08350729999999999
zh-en	在当日的比赛中，张彬彬一度排名中下游，似乎距离决赛十分遥远。	middle and lower reaches the same day competition , zhang binbin once placed , seems very remote from the finals .	at the game , zhang binbin was ranked in the middle and lower reaches and it seemed she was still quite far away from the final .	-0.7716649855850991	0.186918
zh-en	老万福河航道流经金乡、鱼台,经南阳湖进入京杭大运河主航道,全长32.5公里。	old rejoice , the river flows through channels , with the shanghai , diaoyudao nanyanghu into the grand canal , the main channel of 32.5 kilometers in length .	the old wanfu river channel flows through jinxiang , yu tai and then through the nanyang lake into the beijing-hangzhou grand canal main channel , with a total length of 32.5 km .	-0.7630348866762571	0.105225
zh-en	“但是购买了小区车位的个别业主，怕这样做会影响自己的车位出租价格，也怀疑其他人存有私心，所以一直背后搞破坏，导致车位改造一事被搁置。”	&quot; but individual owners who bought a cell block were afraid to do so would affect their car rental prices and doubted that other people had private hearts , so it was put on hold , &quot; he said .	&quot; however , several owners who bought the parking spaces in the community feared that this would affect the price of their parking spaces and doubted that others were selfish , so they had been plotting for bad things . this had shelved the parking space transformation . &quot;	-0.760150049617118	0.0891731
zh-en	另一个帖子直指酒店“真不要脸”，并且指出这家位于著名的库达姆大街的大街就在一座犹太教会堂附近。	another post pointed to the hotel &quot; really don &apos;t have a face &quot; and pointed out that the main street in the famous kudam street was near a synagogue .	&quot; shame on you , &quot; another post stated , pointing out that the hotel , located in the noble kurfurstendamm street stands near a synagogue .	-0.760146580141145	0.191142
zh-en	比赛仅仅过了四分钟，杰瑞·图怀又在右翼触地得分。	after only four minutes of the race , jerry scored again on the right wing .	with four minutes on the clock jerry tuwai added another down the right wing , which was converted .	-0.748297793460918	0.17366800000000002
zh-en	对与本实施意见精神不一致的政策措施将进行一次集中清理，该修改的认真修改，该废止的坚决废止。	with the present implementation opinion spirit , inconsistent policies and measures will carry out a concentrated cleanup , the modified seriously modified , the abolition of the resolutely abolished .	the policy measures that are inconsistent with the idea of this implementation will receive a centralized cleanup . they should be corrected and abolished if necessary .	-0.7410575879013209	0.07803330000000001
zh-en	斐济人就好像生来就是打7人制橄榄球的，而英国队仍是初出茅庐。	fiji seems to be born with seven people making rugby football , and the british team is still a louddle .	it was as if fiji had been born to play 7s , while gb are still learning the trade .	-0.7351510439405792	0.08216110000000001
zh-en	观众们跟着《白蛇传》情节的起承转合、演员的唱念做打，时而会心微笑，时而热烈鼓掌。	the audience followed the story of the famous story , the singing of the actors , and sometimes a smile and a warm applause .	the audience sometimes smiled and sometimes applauded for the changing and concluding of the &quot; white snake &quot; episode and the actor &apos;s singing .	-0.7256693698189149	0.107547
zh-en	一名女性在瑞士高速公路上自杀并被辗身亡	a woman was killed and killed on a swiss highway	woman run over on swiss motorway in apparent suicide	-0.7184754911543259	0.149911
zh-en	2015年最新监测数据显示，仅吉林省境内就监测到野生东北虎27只、东北豹42只。	2015 latest monitoring data show that only in jilin province in the territory of the monitoring to the wild tiger 27 , the northeast leopard 42 only .	the latest monitoring data in 2015 showed that 27 wild manchurian tigers and 42 northeastern leopards were monitored within jilin province territory .	-0.7125341595404651	0.12045399999999999
zh-en	“在巴西共有288个‘绿地投资’项目，而2003年至2014年的年平均量为314个”。	&quot; there are 288 greenfield investments in brazil , compared with 314 years from 2003 to 2014 . &quot;	&quot; there are 288 &apos; green land investment &apos; projects in brazil , with an average annual rise of 314 from 2003 to 2014 &quot; .	-0.705276655898498	0.26731900000000003
zh-en	目前医生端开设三个板块，分别为医生继续教育、医生社交和医生求助。	at present , doctors have three plates to continue to educate doctors , doctors and doctors for help .	at present , three plates are set up for doctor &apos;s client side , respectively , for doctors to continue education , social exchange and communication .	-0.7032631744810439	0.120019
zh-en	日本“入常”之路始于上世纪90年代初，而由日本发起的非洲开发会议同样始于1993年，这不是巧合！	japan &quot; entered often &quot; road to begin in the early 1990s , but was initiated africa that to develop the conference to begin in 1993 by japan similarly , this was not the coincidence !	japan &apos;s &quot; application to become a permanent member of the united nations security council &quot; began in the early 90s of the last century while the african-sponsored african development conference also began in 1993 . this is not a coincidence .	-0.68595322550555	0.080243
zh-en	七夕活动受到了现场青年职工们的广泛好评，纷纷希望该公司以后多举办这样的活动，与更多其他的青年加强沟通与交流。	tanabata activities by the scene of the young workers of the wide acclaim , have hoped that the company later organized such activities , and more young people to strengthen communication and exchange .	double seventh festival theme activities have won wide acclaim of youth staff at the scene . they hope that the company would later organize such activities , and strengthen communication and exchange with more other young people .	-0.681776082730021	0.225305
zh-en	詹启贤认为，今天只要还有党产，没有人会给你社会捐款，若党产统统被充公收走，国民党刚好可请求社会支持与赞助，“今天真的没有了才有机会去要”。	zhan qixian believes that so long as today also has the party to produce , nobody the society will donate money to you , if the party produces is confiscated to take away entirely , kuomintang just may request that the community support and support , &quot; today had not had really the opportunity to want &quot; .	zhan qixian said that , as long as there are party assets today , no one will give you social donations . so if the party were all confiscated away , then kuomintang can just ask for social support and sponsorship , &quot; you will have chance to go when there are no assets . &quot;	-0.6658545114922989	0.07739910000000001
zh-en	但是这位24岁的奥运选手不是本届夏季奥运会上唯一一位撞脸名人的金牌争夺者，至少社交媒体不这样认为。	but the 24-year-old olympian wasn &apos;t the only gold medal winner in the summer olympics , at least in social media .	but the 24-year-old olympian is far from the only athlete out fighting for gold this summer that boasts their own celebrity doppelganger - at least not according to social media .	-0.6589798773605781	0.16926300000000002
zh-en	近日，浙江省桐乡市正福村狮子浜的荷博园正式对村民和游客开放。	recently , zhejiang tongxiang city zheng fu village the lion bang lotus expo officially for the villagers and visitors to open .	recently , shizi bang hebo park , zhengfu village , tongxiang city , zhejiang province will be open to villagers and tourists formally .	-0.6550175177560079	0.120753
zh-en	昨天早上八点，在凯宾斯基酒店周围停了约10辆满载游客的大巴车，这些车辆大多都是前往天池一日游的散客团。	8 : 00 am , stopped approximately 10 to carry the bus of tourist around the kaibinsiji hotel , these vehicles mostly were on the 1st go to tianchi the individual tourist group of tour .	at 8 o &apos;clock of yesterday morning , around 10 buses packed with tourists parked around the kempinski hotel . these vehicles are mostly individual group that went for tianchi one day tour .	-0.64868411925453	0.07971360000000001
zh-en	作为“中拉文化交流年”重点演出项目，８月９日至２３日，中国国家京剧院在墨西哥首都墨西哥城以及科尔多瓦、华雷斯等５座城市演出７场京剧。	as part of the &quot; cultural exchange year pulling in &quot; key performance project , on august 9-23 , the china national peking in the mexican city of ciudad juárez , córdoba and five city opera performances seven games .	as the key performance project of &quot; sino-latin american cultural exchange year &quot; , from august 9 to 23 , china national peking opera theater performed seven opera in the mexican capital mexico city and córdoba , juarez and other five cities .	-0.6466507058854221	0.141224
zh-en	判决生效后，因李某没有自动履行判决确定的义务，王某向沭阳法院申请强制执行。	after the judgment came into force , wang made an application for compulsory execution after he failed to comply with the obligation to determine the sentence .	after the verdict comes into effect , because lee did not automatically fulfill the obligation to determine the verdict , wang apply for enforcement to the shuyang court .	-0.642129688572943	0.205387
zh-en	爱交友的也常用线上交流，“之前跟朋友因为一些误会有段时间没联络了，后来在一个大群里先对话几句才又热络起来。”	friends also often communicate online , &quot; prior to friends because some misunderstandings have not been contacted for some time , later in a large group of conversation in a few words is hot again . &quot;	people who love to make friends also love online communication . &quot; i lost contact with my friends due to some misunderstandings . we became familiar again after a few dialogues on the group chatting . &quot;	-0.623834608859857	0.0806634
zh-en	该法庭发现，拉赫曼“非常可笑地滥用”穆斯林社区的宗教情感，并对剑指他种族歧视和伊斯兰恐惧症的指控闭口不谈。	the court found that the &quot; very ridiculous abuse &quot; of the muslim community &apos; s religious feelings , and to the sword of his racial discrimination and the islamic phobia allegations of the allegation .	the court found rahman &quot; cynically perverted &quot; the religious feeling of his muslim community and silenced his critics with accusations of racism and islamophobia .	-0.6222669387314721	0.100234
